storeid,productid,numInStock
56,172950643766,115
56,750886611187,139
56,702830548447,111
56,388403878360,133
56,896919583724,76
56,998040421944,57
56,786975743876,94
56,642234808130,93
56,435122760857,118
56,286243122717,123
56,176404904473,87
56,863129185304,95
56,227635917829,97
56,996103067914,53
56,732970729968,133
56,384468659793,116
56,948543507361,81
56,246144606961,50
56,899657914264,148
56,126834215166,50
56,108326062706,51
56,264132323061,110
56,828509049873,103
56,749193678427,107
56,174237001203,66
56,979700065093,86
56,379942304309,109
56,250617599940,116
56,430946284790,147
56,982079076090,128
56,692492393712,118
56,709229053555,90
56,660310920540,65
56,334425348148,125
56,330700905340,127
56,380734371410,128
56,633320411611,82
56,986202008726,135
56,578147508823,67
56,600770885624,60
56,904647940449,133
56,523196696835,123
56,199968033019,78
56,556388862616,111
56,132954606361,106
56,482429892907,92
56,702421087613,93
56,506298714832,81
56,400127531270,109
56,411067277447,130
56,274761600136,60
56,696368469198,100
56,412348931569,140
56,769357296879,54
56,154554749200,98
56,741544174664,129
57,134390993040,82
57,828509049873,148
57,400930079611,146
57,692492393712,84
57,769357296879,114
57,430946284790,58
57,660310920540,81
57,875125493289,111
57,833663232208,66
57,939369924082,106
57,549746556299,133
57,174237001203,69
57,863129185304,63
57,339589987290,70
57,132186536765,96
57,126834215166,84
57,172950643766,101
57,413227470171,130
57,525199185853,60
57,718971287692,123
57,999543417737,134
57,294993047536,115
57,336491915536,85
57,227635917829,130
57,349435998924,96
57,528771298719,109
57,207178796787,81
57,998040421944,73
57,435122760857,74
57,654563447110,87
57,384468659793,125
57,749625390019,84
57,771137437634,76
57,274761600136,112
57,377848719039,60
57,261188186216,137
57,334074319971,85
57,414652410482,134
57,873640709962,107
57,741544174664,69
57,775611741635,71
57,488529033803,104
57,373709485267,133
57,765572003296,150
57,308792010934,90
57,786975743876,69
57,203262278452,87
57,508818965558,105
57,379942304309,70
57,199753522658,55
57,696368469198,80
57,893005812666,70
57,732970729968,132
57,979700065093,148
57,234646454745,94
57,814141265887,148
57,750886611187,64
57,167742802915,125
57,511511692317,61
57,146051347589,70
57,902956788286,62
57,554521191996,62
57,590034051433,94
57,945012228482,130
57,589814450967,143
57,108326062706,61
57,887528437482,137
57,576518370019,140
57,904647940449,68
57,516286957430,138
57,697814031389,56
57,425456990082,128
57,529831629045,136
57,518787417161,110
57,252522255166,138
57,152614854189,77
57,894482053097,84
57,919197823026,65
57,409542246104,50
57,308440276732,119
57,159425007904,96
57,603333456348,137
57,618570550236,98
57,132954606361,60
57,117431954043,149
57,882152991390,105
57,945312847530,135
57,381299535788,81
57,578705048123,63
57,418604295928,57
57,702421087613,140
57,173672457176,68
57,556388862616,139
57,297083512852,115
57,210526151030,101
57,118389501460,125
57,770565227675,89
57,144568875894,73
57,563144943925,99
57,506298714832,60
57,838962966418,106
57,941976384328,107
57,205930062465,82
57,67014520356,123
57,265444172694,108
57,923237099384,135
57,246144606961,54
57,776538360607,117
57,754664511022,90
57,608852371253,150
57,420756960291,73
57,868744054130,58
57,566877828296,116
57,467986934495,117
57,982079076090,142
57,176404904473,66
57,284083366181,119
57,523196696835,104
57,516495915668,70
57,816260222588,79
57,444797600349,112
57,129753980851,94
57,839518983686,147
57,419446364450,77
57,314482481265,60
57,636021875565,135
57,679453075525,90
57,805966823208,51
57,986202008726,78
57,300475101700,57
57,569219762080,59
57,557899454410,143
57,384179652400,56
57,473186595371,148
57,316871031375,134
57,140903716305,92
57,673737891943,99
57,649921994715,116
58,765572003296,63
58,547244118460,141
58,986202008726,150
58,563144943925,121
58,718971287692,82
58,272121204465,100
58,383476286895,134
58,450659382698,134
58,567657950596,122
58,836900805029,77
58,516495915668,76
58,828509049873,150
58,803607788754,115
58,925173129386,149
58,300475101700,95
58,816260222588,148
58,400930079611,96
58,536851950801,80
58,490997846898,133
58,234646454745,149
58,569219762080,71
58,199753522658,106
58,409542246104,53
58,297083512852,50
58,754664511022,76
58,144568875894,59
58,863129185304,137
58,749625390019,75
58,590034051433,81
58,467615168772,61
58,633320411611,67
58,578147508823,60
58,250617599940,62
58,488529033803,131
58,721857506010,137
58,697814031389,53
58,925484684473,50
58,506298714832,119
58,264132323061,142
58,814141265887,113
58,871701186034,119
58,398900612810,65
58,868744054130,130
58,877194198700,71
58,380734371410,64
58,740581174440,112
58,775611741635,73
58,554521191996,72
58,862174790606,124
58,246144606961,117
58,308440276732,103
58,140903716305,138
58,654563447110,66
58,572878568883,90
58,377848719039,58
58,516286957430,75
58,741544174664,77
58,117431954043,118
58,508818965558,113
58,176404904473,101
58,636021875565,97
58,750886611187,144
58,389169531271,144
58,589814450967,92
58,174237001203,74
58,482340522139,113
58,861348595761,54
58,420756960291,83
58,414652410482,63
58,103362565865,77
58,549746556299,132
58,518329844939,130
58,127026679653,72
58,996103067914,141
58,108649313374,106
58,482429892907,126
58,113476782830,68
58,875125493289,54
58,702421087613,129
58,208174494479,138
58,159425007904,109
58,205930062465,121
59,518329844939,124
59,227635917829,111
59,590034051433,132
59,838962966418,83
59,528771298719,122
59,572878568883,114
59,113476782830,128
59,673737891943,108
59,679453075525,85
59,103362565865,134
59,706236730898,71
59,140903716305,87
59,349330324726,142
59,770565227675,57
59,979700065093,105
59,529831629045,58
59,646511826677,127
59,172950643766,118
59,132186536765,126
59,948543507361,74
59,556388862616,138
59,578147508823,101
59,836900805029,88
59,563144943925,123
59,388403878360,50
59,377848719039,136
59,732970729968,81
59,334425348148,111
59,384179652400,94
59,314482481265,105
59,994411186239,88
59,312237459250,103
59,364745567029,57
59,384468659793,129
59,618570550236,77
59,873640709962,55
59,649921994715,64
59,925484684473,79
59,863129185304,107
59,692492393712,52
59,286243122717,130
59,902956788286,131
59,250617599940,63
59,168074802141,52
59,566877828296,74
59,718971287692,67
59,608852371253,101
59,567657950596,122
59,144568875894,91
59,265444172694,76
59,419446364450,67
59,210526151030,119
59,839518983686,119
59,381299535788,53
59,775611741635,130
59,194144382996,95
59,187272692439,87
59,904647940449,122
59,284083366181,64
59,547244118460,72
59,339589987290,107
59,660310920540,92
59,419481071217,107
59,828509049873,105
59,414652410482,145
59,418604295928,78
59,189470486214,89
59,771137437634,98
59,697814031389,111
59,336491915536,109
59,716818652888,118
59,261188186216,124
59,518787417161,74
59,117431954043,124
59,698718941817,113
59,534109743798,137
59,453357640486,116
60,495776106616,80
60,490997846898,53
60,572878568883,109
60,308792010934,96
60,316871031375,78
60,511511692317,66
60,113476782830,64
60,388403878360,84
60,450659382698,60
60,833663232208,79
60,875605607431,147
60,894482053097,65
60,523196696835,94
60,108649313374,111
60,312237459250,138
60,381299535788,104
60,421337093409,102
60,862174790606,124
60,904647940449,109
60,234646454745,55
60,698718941817,128
60,556388862616,130
60,467615168772,145
60,732970729968,57
60,172950643766,65
60,379942304309,86
60,457459442332,108
60,882152991390,50
60,919197823026,117
60,805966823208,81
60,373709485267,102
60,127026679653,126
60,702421087613,51
60,322758894316,100
60,205930062465,82
60,167742802915,58
60,118389501460,97
60,384468659793,133
60,425456990082,87
60,709229053555,128
60,194144382996,78
60,589814450967,100
60,925484684473,100
60,769357296879,68
60,174237001203,125
60,578147508823,71
60,152614854189,73
60,899657914264,119
60,877194198700,142
60,557899454410,130
60,706236730898,133
60,525199185853,143
60,750886611187,72
60,349435998924,57
60,630929030795,65
60,210526151030,136
60,398900612810,96
60,776538360607,79
60,692492393712,92
60,389169531271,115
60,642234808130,105
60,948543507361,115
60,300475101700,89
60,261188186216,71
60,375276903331,51
60,999543417737,114
60,418604295928,89
60,863129185304,96
60,529831629045,112
60,871701186034,80
60,527453991710,119
60,272121204465,114
60,334074319971,86
60,518329844939,60
60,514254550616,146
60,925173129386,111
60,126834215166,77
60,952550789390,77
60,297083512852,69
60,536851950801,121
60,67014520356,82
60,549746556299,92
60,887528437482,56
60,873640709962,77
60,528771298719,119
60,411067277447,102
60,486804801433,80
60,199968033019,138
60,286243122717,125
60,702830548447,129
60,654563447110,59
60,349330324726,113
60,945012228482,93
60,430946284790,104
60,189470486214,56
60,749625390019,104
60,722946564026,148
60,334425348148,66
60,252522255166,146
60,435122760857,92
60,839518983686,105
60,140903716305,104
60,482340522139,93
60,336491915536,92
60,838962966418,102
60,435583017631,137
60,400127531270,66
60,103362565865,130
60,518787417161,93
60,986065693858,122
60,836900805029,147
60,339589987290,102
60,679453075525,71
60,516286957430,51
60,290827207620,105
60,643925479319,80
60,558886167633,114
60,509762284879,126
60,308440276732,101
60,608852371253,88
60,488529033803,75
60,578705048123,110
61,996103067914,98
61,518787417161,147
61,771137437634,128
61,982079076090,147
61,859109096191,107
61,435583017631,118
61,261188186216,98
61,312237459250,66
61,557899454410,122
61,660310920540,136
61,425456990082,54
61,754664511022,122
61,836900805029,87
61,945012228482,149
61,300475101700,89
61,322758894316,145
61,709229053555,126
61,336491915536,133
61,902956788286,130
61,284083366181,109
61,769357296879,57
61,893005812666,89
61,400930079611,144
61,702830548447,148
61,962728896848,61
61,673737891943,87
61,488529033803,100
61,603333456348,113
61,948543507361,68
61,589814450967,101
61,290827207620,128
61,869112308003,97
61,383476286895,79
61,706236730898,130
61,167742802915,71
61,636021875565,83
61,805966823208,123
61,418604295928,55
61,334425348148,51
61,536851950801,107
61,882152991390,91
61,334074319971,63
61,205930062465,62
61,173672457176,55
61,453357640486,133
61,525199185853,52
61,904647940449,144
61,203262278452,96
61,875605607431,63
61,849681336901,72
61,168074802141,98
61,979700065093,65
61,339589987290,150
61,314482481265,146
61,732970729968,120
61,132186536765,136
61,944472664850,106
61,187272692439,52
61,172950643766,145
61,419446364450,74
61,117431954043,54
61,421337093409,52
61,877194198700,101
61,629919786056,77
61,379942304309,134
61,873640709962,89
61,377848719039,118
61,941976384328,120
61,495776106616,57
61,568658660566,60
61,939369924082,108
61,776538360607,129
61,945312847530,135
61,770565227675,126
61,646511826677,147
61,916984241291,84
61,297083512852,121
61,349330324726,128
61,814141265887,136
61,516286957430,69
61,875125493289,98
61,330700905340,65
61,514254550616,145
61,444797600349,140
61,199753522658,118
61,159425007904,79
61,467615168772,112
61,234646454745,140
61,398900612810,92
61,152614854189,68
61,419481071217,72
61,381299535788,61
61,698718941817,82
61,923237099384,53
61,189470486214,102
61,482340522139,54
61,786975743876,117
61,364745567029,101
61,139669412174,113
61,633320411611,103
61,473186595371,69
61,412348931569,89
61,384468659793,114
61,467986934495,74
61,518329844939,50
61,722946564026,71
61,692492393712,63
61,887528437482,91
61,154554749200,109
61,413227470171,54
61,528771298719,102
61,508818965558,78
61,316871031375,90
61,511511692317,133
61,414652410482,72
61,765572003296,62
61,457459442332,122
61,486804801433,92
61,400127531270,86
61,702421087613,86
61,250617599940,100
61,118389501460,137
61,308792010934,142
61,208174494479,55
61,630929030795,97
61,750886611187,113
61,547685258313,97
61,506298714832,146
61,547244118460,77
61,721857506010,113
61,600770885624,102
61,868744054130,111
61,294993047536,123
61,265444172694,99
61,999543417737,135
61,108326062706,132
62,603333456348,101
62,490997846898,60
62,234646454745,77
62,272121204465,133
62,339589987290,145
62,290827207620,143
62,896919583724,65
62,776538360607,116
62,998040421944,120
62,702421087613,143
62,893005812666,147
62,261188186216,75
62,618570550236,138
62,246144606961,124
62,168074802141,121
62,495776106616,120
62,389169531271,76
62,859109096191,59
62,375276903331,134
62,509762284879,122
62,636021875565,54
62,923237099384,52
62,816260222588,78
62,419481071217,125
62,252522255166,126
62,863129185304,93
62,314482481265,138
62,126834215166,139
62,308440276732,116
62,174237001203,67
62,814141265887,127
62,208174494479,50
62,210526151030,126
62,154554749200,143
62,516495915668,147
62,803607788754,117
62,887528437482,81
62,118389501460,58
62,159425007904,140
62,467615168772,71
62,933914210509,86
62,523196696835,126
62,749193678427,95
62,563144943925,78
62,529831629045,141
62,511511692317,118
62,199753522658,138
62,982079076090,115
62,264132323061,99
62,740581174440,94
62,518787417161,88
62,381299535788,67
62,398900612810,107
62,986202008726,120
62,127026679653,135
62,536851950801,139
62,948543507361,132
62,421337093409,107
62,284083366181,98
62,869112308003,134
62,894482053097,51
62,939369924082,104
62,516286957430,96
62,430946284790,107
62,833663232208,59
62,265444172694,134
62,194144382996,133
62,334074319971,118
62,754664511022,83
62,134390993040,58
62,646511826677,121
62,435122760857,130
62,868744054130,136
62,349435998924,132
62,316871031375,105
62,702830548447,118
62,286243122717,138
62,419446364450,75
62,554521191996,145
62,558886167633,95
62,547244118460,149
62,317663070530,59
62,388403878360,71
62,453357640486,58
62,187272692439,79
62,633320411611,146
62,547685258313,79
62,205930062465,74
62,718971287692,84
62,749625390019,143
62,786975743876,69
62,444797600349,129
62,828509049873,141
62,649921994715,63
62,435583017631,115
62,384468659793,94
62,692492393712,125
62,482429892907,64
62,836900805029,75
62,518329844939,109
62,861348595761,142
62,173672457176,109
62,771137437634,121
62,849681336901,83
62,722946564026,60
62,380734371410,55
62,696368469198,147
62,108649313374,78
62,144568875894,112
62,925484684473,130
62,349330324726,69
62,944472664850,95
62,919197823026,85
62,882152991390,83
62,572878568883,85
62,312237459250,95
62,411067277447,150
62,732970729968,137
62,838962966418,71
62,180531962334,149
62,629919786056,140
62,706236730898,65
62,450659382698,125
62,630929030795,63
62,534109743798,122
62,379942304309,57
62,457459442332,104
62,568658660566,129
62,132954606361,90
62,132186536765,63
62,999543417737,61
62,250617599940,63
62,862174790606,97
62,945312847530,59
62,925173129386,96
62,383476286895,103
62,322758894316,63
62,330700905340,84
62,400127531270,93
62,871701186034,134
62,875605607431,85
62,556388862616,125
62,979700065093,99
62,412348931569,94
62,117431954043,113
62,199968033019,96
63,207178796787,101
63,692492393712,98
63,516495915668,69
63,861348595761,90
63,893005812666,92
63,642234808130,81
63,384179652400,60
63,528771298719,72
63,894482053097,89
63,457459442332,55
63,316871031375,91
63,227635917829,99
63,430946284790,136
63,377848719039,78
63,919197823026,60
63,649921994715,86
63,986065693858,82
63,749625390019,110
63,998040421944,114
63,629919786056,50
63,336491915536,62
63,523196696835,91
63,314482481265,113
63,117431954043,124
63,425456990082,97
63,600770885624,102
63,199968033019,138
63,775611741635,90
63,383476286895,106
63,554521191996,97
63,380734371410,52
63,697814031389,93
63,754664511022,59
63,127026679653,115
63,882152991390,147
63,875125493289,55
63,234646454745,61
63,933914210509,142
63,174237001203,70
63,413227470171,106
63,945312847530,131
63,718971287692,116
63,547685258313,126
63,518329844939,95
63,467986934495,121
63,132954606361,88
63,330700905340,56
63,334425348148,88
63,187272692439,121
63,172950643766,103
63,527453991710,80
63,203262278452,132
64,525199185853,102
64,375276903331,132
64,418604295928,126
64,421337093409,77
64,999543417737,52
64,861348595761,147
64,173672457176,148
64,264132323061,72
64,334074319971,108
64,290827207620,118
64,986065693858,91
64,749625390019,71
64,669515708071,126
64,636021875565,112
64,419446364450,105
64,152614854189,102
64,896919583724,70
64,518787417161,138
64,334425348148,79
64,516286957430,132
64,444797600349,118
64,716818652888,110
64,547244118460,67
64,425456990082,112
64,203262278452,106
64,383476286895,136
64,187272692439,124
64,749193678427,94
64,608852371253,117
64,904647940449,70
64,207178796787,63
64,294993047536,133
64,814141265887,116
64,388403878360,87
64,805966823208,113
64,467986934495,54
64,511511692317,150
64,252522255166,139
64,828509049873,76
64,297083512852,55
64,139669412174,106
64,698718941817,131
64,948543507361,105
64,377848719039,117
64,618570550236,119
64,816260222588,53
64,654563447110,83
64,600770885624,122
64,642234808130,65
64,414652410482,68
64,205930062465,85
64,516495915668,76
64,312237459250,149
64,523196696835,140
64,129753980851,113
64,134390993040,135
64,419481071217,82
64,877194198700,56
64,578705048123,66
64,113476782830,123
64,945312847530,82
64,261188186216,133
64,556388862616,106
64,508818965558,96
64,234646454745,102
64,933914210509,150
64,765572003296,150
64,603333456348,105
64,506298714832,133
64,314482481265,82
64,330700905340,97
64,893005812666,101
64,536851950801,115
64,702421087613,103
64,702830548447,148
64,300475101700,107
64,208174494479,52
64,420756960291,64
64,557899454410,114
64,349330324726,62
64,643925479319,126
64,646511826677,116
64,381299535788,68
64,140903716305,97
64,775611741635,140
64,696368469198,115
64,384179652400,72
64,722946564026,129
64,473186595371,77
64,875125493289,83
64,706236730898,116
64,750886611187,56
64,154554749200,71
64,488529033803,92
64,398900612810,106
64,482340522139,52
64,400127531270,70
64,174237001203,147
64,529831629045,54
64,862174790606,125
64,566877828296,127
64,660310920540,108
64,916984241291,115
64,679453075525,121
64,899657914264,134
64,998040421944,86
64,144568875894,61
64,308440276732,123
64,770565227675,111
64,159425007904,96
64,379942304309,123
64,576518370019,134
64,859109096191,127
64,265444172694,105
64,709229053555,114
64,274761600136,99
64,364745567029,92
64,697814031389,87
64,692492393712,101
64,180531962334,99
64,199968033019,90
64,572878568883,143
64,567657950596,113
64,246144606961,64
64,986202008726,109
64,979700065093,119
64,732970729968,150
64,649921994715,117
65,134390993040,74
65,419481071217,61
65,999543417737,51
65,986202008726,96
65,576518370019,130
65,536851950801,84
65,636021875565,121
65,893005812666,145
65,986065693858,119
65,339589987290,146
65,132186536765,96
65,962728896848,122
65,902956788286,53
65,642234808130,141
65,600770885624,116
65,887528437482,117
65,272121204465,91
65,534109743798,77
65,646511826677,53
65,741544174664,54
65,814141265887,82
65,118389501460,127
65,314482481265,104
65,692492393712,91
65,514254550616,62
65,375276903331,108
65,816260222588,143
65,274761600136,106
65,630929030795,50
65,176404904473,59
65,749193678427,145
65,435122760857,132
65,384179652400,65
65,205930062465,53
65,923237099384,58
65,919197823026,135
65,979700065093,79
65,669515708071,80
65,875605607431,119
65,948543507361,148
65,154554749200,147
65,234646454745,81
65,572878568883,71
65,871701186034,77
65,349435998924,116
65,364745567029,52
65,547685258313,144
65,528771298719,134
65,384468659793,147
65,589814450967,74
65,265444172694,124
65,482429892907,54
65,187272692439,138
65,709229053555,146
65,252522255166,66
65,698718941817,138
65,629919786056,56
66,769357296879,101
66,630929030795,147
66,132954606361,97
66,113476782830,135
66,118389501460,93
66,252522255166,91
66,488529033803,137
66,334074319971,58
66,250617599940,90
66,603333456348,52
66,904647940449,77
66,523196696835,114
66,994411186239,85
66,420756960291,52
66,388403878360,74
66,409542246104,79
66,536851950801,100
66,925484684473,88
66,314482481265,67
66,528771298719,65
66,939369924082,82
66,284083366181,70
66,134390993040,135
66,421337093409,113
66,875125493289,78
66,629919786056,95
66,435583017631,120
66,506298714832,119
66,547244118460,146
66,945312847530,105
66,749625390019,58
66,679453075525,69
66,261188186216,67
66,887528437482,128
66,549746556299,66
66,862174790606,125
66,998040421944,69
66,414652410482,149
66,189470486214,54
66,882152991390,79
66,486804801433,108
66,554521191996,56
66,716818652888,61
66,945012228482,141
66,375276903331,124
66,167742802915,116
66,495776106616,72
66,529831629045,68
66,702830548447,121
66,154554749200,105
66,894482053097,148
66,642234808130,105
66,838962966418,104
66,203262278452,125
66,272121204465,91
66,246144606961,79
66,317663070530,106
66,805966823208,66
66,563144943925,86
66,108326062706,129
66,450659382698,144
66,828509049873,76
66,557899454410,102
66,398900612810,98
66,187272692439,112
66,771137437634,127
66,518329844939,145
66,875605607431,87
66,698718941817,71
66,923237099384,60
66,770565227675,111
66,377848719039,147
66,168074802141,68
66,490997846898,96
66,722946564026,124
66,673737891943,53
66,208174494479,105
66,697814031389,54
66,419446364450,133
66,849681336901,58
66,384468659793,136
66,290827207620,141
66,568658660566,80
66,944472664850,136
66,982079076090,83
66,425456990082,111
66,979700065093,144
66,833663232208,63
66,869112308003,110
66,419481071217,83
66,453357640486,112
66,948543507361,72
66,776538360607,62
66,334425348148,82
66,67014520356,121
66,660310920540,136
66,413227470171,77
66,643925479319,64
66,297083512852,101
66,576518370019,76
66,265444172694,93
66,380734371410,126
66,379942304309,129
66,589814450967,75
66,174237001203,54
66,514254550616,121
66,108649313374,91
66,786975743876,128
66,159425007904,142
66,322758894316,85
66,952550789390,73
66,381299535788,100
66,483738463713,143
66,457459442332,127
66,916984241291,56
66,816260222588,116
66,146051347589,71
66,227635917829,117
66,444797600349,71
66,411067277447,144
66,152614854189,129
66,775611741635,86
66,732970729968,89
66,312237459250,111
66,339589987290,116
66,384179652400,138
66,180531962334,68
66,308440276732,135
66,873640709962,81
66,692492393712,109
66,400930079611,50
66,556388862616,135
66,803607788754,65
66,899657914264,67
66,430946284790,82
66,868744054130,136
66,962728896848,55
67,509762284879,50
67,547244118460,133
67,899657914264,120
67,994411186239,58
67,127026679653,64
67,473186595371,93
67,549746556299,91
67,435583017631,61
67,174237001203,66
67,986065693858,65
67,836900805029,93
67,770565227675,83
67,272121204465,75
67,692492393712,83
67,718971287692,98
67,590034051433,77
67,875125493289,124
67,518329844939,88
67,250617599940,96
67,379942304309,111
67,246144606961,108
67,646511826677,80
67,722946564026,101
67,414652410482,57
67,490997846898,99
67,516495915668,83
67,833663232208,84
67,873640709962,126
67,373709485267,95
67,234646454745,108
67,982079076090,92
67,339589987290,72
67,134390993040,87
67,380734371410,141
67,139669412174,128
67,750886611187,134
67,495776106616,75
67,483738463713,81
67,945312847530,56
67,419481071217,150
67,679453075525,89
67,208174494479,148
67,199968033019,84
67,205930062465,139
67,673737891943,68
67,412348931569,54
67,749625390019,131
67,508818965558,85
67,108326062706,87
67,453357640486,80
67,167742802915,71
67,608852371253,51
67,948543507361,128
67,868744054130,86
67,384179652400,67
67,563144943925,67
67,754664511022,52
67,986202008726,89
67,398900612810,135
67,140903716305,124
67,925173129386,141
67,317663070530,110
67,698718941817,131
67,568658660566,124
67,450659382698,69
67,117431954043,136
67,199753522658,97
67,941976384328,50
67,660310920540,123
67,603333456348,93
67,129753980851,62
67,923237099384,75
67,916984241291,146
67,869112308003,138
67,384468659793,90
67,113476782830,113
68,488529033803,90
68,875605607431,77
68,902956788286,88
68,308792010934,61
68,509762284879,67
68,567657950596,106
68,486804801433,79
68,814141265887,129
68,173672457176,111
68,334425348148,125
68,435122760857,102
68,925173129386,78
68,859109096191,148
68,199968033019,78
68,308440276732,97
68,139669412174,87
68,838962966418,79
68,660310920540,59
68,317663070530,120
68,528771298719,89
68,590034051433,86
68,547244118460,94
68,945012228482,68
68,495776106616,90
68,749625390019,56
68,525199185853,77
68,718971287692,50
68,556388862616,143
68,702421087613,50
68,373709485267,85
68,839518983686,72
68,948543507361,71
68,636021875565,83
68,629919786056,83
68,875125493289,133
68,589814450967,103
68,380734371410,126
68,536851950801,71
68,979700065093,149
68,132954606361,125
68,450659382698,103
68,208174494479,149
68,146051347589,128
68,697814031389,122
68,483738463713,123
68,722946564026,80
68,518787417161,68
68,986065693858,119
68,300475101700,79
68,383476286895,61
68,776538360607,64
68,775611741635,94
68,384468659793,82
68,941976384328,93
68,349435998924,94
68,294993047536,92
68,421337093409,87
68,887528437482,118
68,199753522658,144
68,643925479319,122
68,108326062706,53
68,152614854189,136
68,339589987290,58
68,286243122717,94
68,998040421944,76
68,805966823208,93
68,547685258313,52
68,388403878360,97
68,803607788754,72
68,419446364450,134
68,384179652400,129
68,702830548447,108
68,227635917829,136
68,473186595371,67
68,919197823026,51
68,563144943925,66
68,467615168772,137
68,430946284790,140
68,882152991390,78
68,769357296879,100
68,877194198700,60
68,379942304309,131
68,419481071217,90
68,828509049873,75
68,205930062465,61
68,893005812666,87
68,250617599940,70
68,863129185304,84
68,274761600136,109
68,566877828296,96
68,312237459250,142
68,412348931569,93
68,180531962334,127
68,618570550236,52
68,284083366181,98
68,514254550616,111
68,869112308003,105
68,749193678427,117
68,558886167633,50
68,398900612810,65
68,633320411611,54
68,411067277447,95
68,904647940449,113
68,982079076090,125
68,322758894316,111
68,698718941817,129
68,673737891943,98
68,108649313374,75
68,578705048123,51
68,207178796787,147
68,696368469198,144
68,457459442332,55
68,523196696835,54
68,952550789390,124
68,833663232208,67
68,925484684473,55
69,741544174664,137
69,132954606361,72
69,483738463713,87
69,486804801433,52
69,925484684473,107
69,334425348148,122
69,435122760857,75
69,413227470171,142
69,294993047536,144
69,945312847530,60
69,490997846898,150
69,836900805029,125
69,643925479319,133
69,859109096191,126
69,430946284790,117
69,863129185304,112
69,103362565865,66
69,608852371253,109
69,199968033019,93
69,189470486214,63
69,849681336901,143
69,740581174440,147
69,828509049873,108
69,129753980851,51
69,630929030795,117
69,316871031375,58
69,896919583724,131
69,998040421944,51
69,203262278452,124
69,140903716305,143
69,227635917829,82
69,482340522139,102
69,833663232208,79
69,816260222588,95
69,375276903331,97
69,569219762080,53
69,875125493289,128
69,108326062706,71
69,173672457176,64
69,887528437482,139
69,547685258313,139
69,208174494479,86
69,871701186034,59
69,775611741635,63
69,207178796787,80
69,805966823208,74
69,518787417161,118
69,669515708071,86
69,518329844939,142
69,117431954043,147
69,923237099384,116
69,336491915536,66
69,603333456348,117
69,127026679653,59
69,618570550236,97
69,590034051433,60
69,379942304309,117
69,925173129386,124
69,154554749200,69
69,286243122717,107
69,702830548447,69
69,419481071217,129
69,882152991390,135
69,749625390019,51
69,709229053555,102
69,814141265887,93
69,364745567029,89
69,994411186239,66
69,495776106616,105
69,982079076090,137
69,450659382698,140
69,776538360607,81
69,578147508823,56
69,168074802141,82
69,457459442332,54
69,272121204465,137
69,633320411611,85
69,250617599940,63
69,999543417737,66
69,875605607431,83
70,636021875565,53
70,828509049873,138
70,314482481265,98
70,567657950596,72
70,172950643766,77
70,871701186034,91
70,816260222588,119
70,398900612810,65
70,234646454745,121
70,948543507361,59
70,435583017631,138
70,379942304309,136
70,300475101700,148
70,569219762080,81
70,453357640486,85
70,716818652888,71
70,227635917829,132
70,603333456348,79
70,159425007904,81
70,473186595371,127
70,67014520356,74
70,718971287692,72
70,168074802141,76
70,549746556299,85
70,572878568883,93
70,297083512852,50
70,286243122717,105
70,290827207620,149
70,199968033019,95
70,600770885624,82
70,250617599940,93
70,679453075525,92
70,113476782830,82
70,274761600136,115
70,944472664850,119
70,557899454410,89
70,419481071217,64
70,508818965558,56
70,642234808130,129
70,176404904473,56
70,412348931569,122
70,722946564026,129
70,413227470171,91
70,514254550616,122
70,525199185853,68
70,511511692317,130
70,836900805029,91
70,547685258313,85
70,916984241291,144
70,923237099384,138
70,349435998924,101
70,925173129386,108
70,608852371253,119
70,294993047536,118
70,692492393712,82
70,482429892907,125
70,576518370019,145
70,933914210509,78
70,999543417737,55
70,126834215166,88
70,167742802915,99
70,902956788286,76
70,709229053555,146
70,409542246104,140
70,646511826677,57
70,769357296879,70
70,199753522658,120
70,134390993040,140
70,444797600349,82
70,377848719039,125
70,566877828296,73
70,450659382698,117
70,264132323061,129
70,673737891943,125
70,528771298719,144
70,732970729968,66
70,563144943925,111
70,108649313374,84
70,803607788754,122
70,633320411611,104
70,418604295928,100
70,261188186216,93
70,925484684473,131
70,838962966418,72
70,336491915536,59
70,750886611187,87
70,770565227675,85
70,849681336901,140
70,205930062465,97
70,754664511022,109
70,373709485267,122
70,527453991710,57
70,388403878360,141
70,589814450967,69
70,660310920540,53
70,467986934495,120
70,400930079611,112
70,536851950801,62
70,516286957430,138
70,430946284790,78
70,862174790606,122
70,194144382996,94
70,127026679653,146
70,568658660566,127
70,317663070530,112
70,144568875894,105
70,941976384328,88
70,833663232208,137
70,994411186239,92
70,706236730898,140
70,203262278452,109
70,380734371410,52
70,894482053097,125
70,643925479319,117
70,814141265887,69
70,457459442332,137
70,174237001203,91
70,534109743798,83
70,117431954043,81
70,108326062706,50
70,381299535788,93
70,187272692439,73
70,364745567029,137
70,873640709962,61
70,629919786056,131
70,208174494479,131
70,771137437634,58
71,297083512852,121
71,349330324726,139
71,557899454410,91
71,863129185304,141
71,589814450967,76
71,569219762080,120
71,467615168772,149
71,294993047536,58
71,379942304309,125
71,862174790606,106
71,132186536765,95
71,246144606961,126
71,174237001203,62
71,998040421944,145
71,749193678427,137
71,364745567029,128
71,566877828296,79
71,189470486214,61
71,334074319971,105
71,899657914264,65
71,444797600349,113
71,140903716305,135
71,409542246104,86
71,508818965558,52
